competency_id,employee_id,designation,coe,dimension_label,dimension_short,score,score_label
COMP_00186,EMP90,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,2,developing
COMP_00187,EMP249,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00188,EMP702,Solutions Enabler,Data Science & AI,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00189,EMP531,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,3,proficient
COMP_00190,EMP547,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00191,EMP386,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00192,EMP581,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,1,basic
COMP_00193,EMP185,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00194,EMP921,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,5,expert
COMP_00195,EMP397,Solutions Enabler,Data Science & AI,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,4,advanced
COMP_00196,EMP373,Solutions Enabler,Data Science & AI,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00197,EMP803,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,4,advanced
COMP_00198,EMP623,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,3,proficient
COMP_00199,EMP1033,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,2,developing
COMP_00200,EMP646,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00201,EMP950,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,5,expert
COMP_00202,EMP24,Solutions Enabler,Data Science & AI,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,2,developing
COMP_00203,EMP404,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,2,developing
COMP_00204,EMP271,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,1,basic
COMP_00205,EMP943,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00206,EMP189,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00207,EMP807,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00208,EMP498,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00209,EMP390,Solutions Enabler,Data Science & AI,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,4,advanced
COMP_00210,EMP516,Solutions Enabler,Full Stack,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,4,advanced
COMP_00211,EMP606,Solutions Enabler,Full Stack,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,2,developing
COMP_00212,EMP488,Solutions Enabler,Full Stack,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00213,EMP614,Solutions Enabler,Full Stack,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,5,expert
COMP_00214,EMP831,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00215,EMP618,Solutions Enabler,Data Engineering,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00216,EMP701,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,3,proficient
COMP_00217,EMP78,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00218,EMP442,Solutions Enabler,Full Stack,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,3,proficient
COMP_00219,EMP551,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00220,EMP95,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00221,EMP102,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00222,EMP403,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00223,EMP899,Solutions Enabler,Techops & Automation,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,4,advanced
COMP_00224,EMP91,Solutions Enabler,Power BI & Consulting,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",communication,0,not_demonstrated
COMP_00225,EMP366,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00226,EMP941,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00227,EMP528,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00228,EMP603,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00229,EMP1020,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00230,EMP933,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00231,EMP861,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00232,EMP451,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00233,EMP468,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00234,EMP456,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,4,advanced
COMP_00235,EMP190,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00236,EMP594,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00237,EMP1034,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00238,EMP6,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00239,EMP662,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00240,EMP239,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,4,advanced
COMP_00241,EMP673,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00242,EMP90,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00243,EMP249,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00244,EMP702,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00245,EMP531,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00246,EMP547,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00247,EMP386,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,4,advanced
COMP_00248,EMP581,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00249,EMP185,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00250,EMP921,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00251,EMP397,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00252,EMP373,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00253,EMP803,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00254,EMP623,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00255,EMP1033,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00256,EMP646,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00257,EMP950,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00258,EMP24,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00259,EMP404,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00260,EMP271,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00261,EMP943,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,2,developing
COMP_00262,EMP189,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,5,expert
COMP_00263,EMP807,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00264,EMP498,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00265,EMP390,Solutions Enabler,Data Science & AI,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00266,EMP516,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,5,expert
COMP_00267,EMP606,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00268,EMP488,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00269,EMP614,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00270,EMP831,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00271,EMP618,Solutions Enabler,Data Engineering,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00272,EMP701,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00273,EMP78,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00274,EMP442,Solutions Enabler,Full Stack,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00275,EMP551,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,4,advanced
COMP_00276,EMP95,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00277,EMP102,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00278,EMP403,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,1,basic
COMP_00279,EMP899,Solutions Enabler,Techops & Automation,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,0,not_demonstrated
COMP_00280,EMP91,Solutions Enabler,Power BI & Consulting,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",ambiguity,3,proficient
COMP_00281,EMP277,Solutions Consultant,Full Stack,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,2,developing
COMP_00282,EMP1026,Solutions Consultant,Full Stack,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00283,EMP166,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,3,proficient
COMP_00284,EMP225,Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00285,EMP20,Solutions Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00286,EMP32,Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00287,EMP559,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00288,EMP428,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00289,EMP654,Solutions Consultant,Full Stack,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00290,EMP610,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00291,EMP904,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00292,EMP750,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00293,EMP490,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,1,basic
COMP_00294,EMP68,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00295,EMP959,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,1,basic
COMP_00296,EMP683,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,2,developing
COMP_00297,EMP194,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00298,EMP538,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00299,EMP445,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00300,EMP952,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00301,EMP1003,Consultant,GTM,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00302,EMP167,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00303,EMP567,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00304,EMP151,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00305,EMP237,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00306,EMP348,Solutions Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00307,EMP426,Solutions Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,2,developing
COMP_00308,EMP848,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00309,EMP5,Solutions Consultant,Techops & Automation,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,1,basic
COMP_00310,EMP245,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00311,EMP550,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00312,EMP443,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00313,EMP569,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00314,EMP1000,Solutions Consultant,Data Science & AI,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00315,EMP476,Solutions Consultant,Data Engineering,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,0,not_demonstrated
COMP_00316,EMP529,Solutions Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,5,expert
COMP_00317,EMP1015,Solutions Consultant,Power BI & Consulting,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring.",capability_articulation,4,advanced
COMP_00318,EMP277,Solutions Consultant,Full Stack,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00319,EMP1026,Solutions Consultant,Full Stack,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00320,EMP166,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,4,advanced
COMP_00321,EMP225,Consultant,Power BI & Consulting,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,4,advanced
COMP_00322,EMP20,Solutions Consultant,Power BI & Consulting,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00323,EMP32,Consultant,Power BI & Consulting,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00324,EMP559,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00325,EMP428,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,2,developing
COMP_00326,EMP654,Solutions Consultant,Full Stack,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,5,expert
COMP_00327,EMP610,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,2,developing
COMP_00328,EMP904,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00329,EMP750,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00330,EMP490,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00331,EMP68,Solutions Consultant,Data Science & AI,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,5,expert
COMP_00332,EMP959,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,5,expert
COMP_00333,EMP683,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,5,expert
COMP_00334,EMP194,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00335,EMP538,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,2,developing
COMP_00336,EMP445,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,4,advanced
COMP_00337,EMP952,Solutions Consultant,Techops & Automation,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,1,basic
COMP_00338,EMP1003,Consultant,GTM,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00339,EMP167,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00340,EMP567,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00341,EMP151,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
COMP_00342,EMP237,Solutions Consultant,Data Engineering,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,5,expert
COMP_00343,EMP348,Solutions Consultant,Power BI & Consulting,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",architecture_estimation,0,not_demonstrated
